tweet,label
"Ölünüzü dirinizi, her gün birinizi, bir gün hepinizi Canan Kaftancioglu gibi kodese tikamayi bilir bu devlet...

Insanlarin inancina kin kus 
Cumhurbaskanina hakaret et
Terörü öv savun
Ermeni soykirimi de
Sonra devlet kulagindan tutunca bagir çagir.

Hadi ordan 4/1 domuz yiyici..",nefret
"Arap sevicilerin din adi altinda kölelestirdigi avrattan 

Türk kadinina eski degerini ve özgürlügünü  
Atatürk Cumhuriyeti kurdugunda verdi zaten.",nefret
"#osmanliya küfreden birinin 
TÜRK olma itimali sifirdir ...
Insan dedesine neden sövsün 
OSMANLIYI gavurlar kafirler 
Sevmez bu millete geçmisine 
Küfür ettiren zihniyete #CHP denir çünkü onlar yunan atiklari",nefret
"hirsiz rum tohumu, cahil kasim pasa cingenesi .diplomasida yok . suna kadar verdiyi hic bir kararda gecerli deyil. faturayi cok agir odeyecek https://t.co/nqwslU8sIQ",nefret
geçmisteki chp'nin egitim müfredati yat ali yat uyu uyu yat uyu. ayse sen de uyu dünkü chp darbelerden beslenen kaset komplosuyla gb degistiren simdiki chp solcu komünist ateist libos domuz sever ezandan rahatsiz olan hdppkk'ya selam gönderenlerden meydana gelmis bir örgüt.,nefret
"Yedi düvel birleşti, yahudi ve ermeni ile işbirliği yapıldı, Sultan Abdülhamid Han indirildi...
Sonrası için bir plânları yoktu, önemli de değildi onlar için... 
ama  yıllar sonra pişman olan ve gerçekleri anlayan vatanseverler için ise artık çok geçti... 😔
#kafirdendostolmaz",nefret
TÜRK DONANMASI YUNAN'A RESTİ ÇEKTİ ''SAKIN YAKLAŞMA'' SESLERİ ÇIKMADI https://t.co/7kNp1ssbdL,nefret
Baskan baban kurtarir seni merak etme senin gibi pislikler bu ülkede hapis yatmaz fikirlerini söyleyen Aydin insanlar yatar sizin yerinize ama devran döner paran da yetmez bu ülkede yasaman için devran döner yalakasi oldugun iktidar giderse nasil yapican bu mafya ayaklarini kendini zeki saniyorsun iki laf ebeligiyle bazi kitleleri kandiriyorsun da ucuz delikanliligi sever bizim millet sen devam et kitlen koyunlar nasil olsa,nefret
Üniversite hoca bozuntularının ermeni yahudi asıllı olduğu için çok hain ve orb ocukları yetişiyor malesef!,nefret
Senin yaptigin hareketi bir baskasinin esine ayni sekilde sana ya da ailene yapilsa olur mu sen Türk'sen Müslüman isen bu ülkenin kurallarina uyacaksin yavsak serefsiz,nefret
Kentpark’ın üstündeki köprüden geçiyorum. Buram buram nargile ve Suriyeli kokusu.,nefret
Rica ederim amcacim ?? umarim hep birlikte ülkemizi Arap çukurundan kurtaracagiz. LINK,nefret
"Bush ne diyor? ‘ Irak’ın işgalini bana İsa (a.s) vazife olarak verdi’ diyor.

Bill’e ne diyor? ‘Benim Irak harbine iştirakimde asıl faktör Hıristiyan oluşumdur’ diyor. Bunlar Hıristiyan değil mi? Niye Yahudi için çalışıyor? Çünkü Yahudi bunları aldatmıştır. ‘",nefret
"03 Eylül Buharkent
05 Eylül Kuyucak,Nazilli, Sultanhisar
06 Eylül Köşk,Umurlu,Söke,
07 Eylül Efeler (Aydın ), İncirliova,Germencik, Kuşadası
Yunan İşgalinden Kurtuldu.
Yunanlılar geldiler; Türk Milletinin Yiğit… https://t.co/ZuGvNWwWBO",nefret
"Hayal olup gerçeklesmeyecek tek ütopyadir #kürdistan gerçek proje kürdistan degil Türkiye halkini birbirine kirdirmaktir. Bir ermeni, yahudi projesidir. Bu projeye yardim yataklik yapanlarin hepsi kurda kusa yem olmustur toprak altindadir. Aklima kürdistan deyince bunlar gelir",nefret
Suriyeli serefsizlerden nefret eden tek ben mi varim ?,nefret
"1990'li yillarda, Ingiltere adina AP görevli olan Andrew Duff söyle demisti. ""Atatürk'ün fotograflarinin devlet dairelerinden kaldirilma vakti geldi"". Ingiliz, ABD, Yahudi, Fransa, Yunan, Ermeni, Arap, Rus sevmez. Zira hepsinin kuyruk acisi var. Peki, sen neden sevmezsin?",nefret
"Ateist bir müslüman, dinsiz bir müslüman, dinci bir müslüman, Atatükçü bir müslüman ve cemaatçi bir müslüman ile ben sohbet ediyorduk. Hepsi aynı kaynaktan besleniyorlardı. Ve hepsi farklı olduklarını düşünüyorlardı ama hepsi cehalet dinine mensup olduklarını bilmiyorlardı.",nefret
#AnnelerDireniyor Allah belanizi versin #HDP  Milletn çocugnu hangi hakla dağa götüre gavura peşkeş çekp kendi milletni kırdırıyorsnz Soysuz köpeklr!Dağda kaçınızın çocuğu var ?Ermeni tohumları Sizi!Madem sadıksınız davanıza çocuklarınızı dağa gönderin Adiler!@HDPgenelmerkezi,nefret
159 ögrenciyi gözaltina almayi basardilar ama su Suriyeli teröriste dokunamadilar. LINK,nefret
Bu Suriyeli alçak korkudan vatanını terk etmemiş mi acep https://t.co/xUxaTOp7I5,nefret
"Budur.
Dünya ülkeleri, ülkelerini yöneten soyubozuk siyasilerin, bürokratlarin, is ve din adamlarinin çogunun yahudi hirsiz caniler oldugunu anladigi için yahudi hirsiz caniler, din gibi uyduruk bir grip benzeri bu virüsü imal edip, insanligi kontrol etmek istiyor olabilir. LINK",nefret
suriyeli kadin kocasinin yanina oturmayim diye tüm otobüsü ayaga kaldirdi ne yapip edip ikimizi ayirip oturacak yer ayarladilar lan hahahahahha komedi amq :ddddd,nefret
skicem lan yeter gençligimizi yedin Çinli senin mina koyayim LINK,nefret
"Istabul sözlesmesi, islalam düsmani kafirlerin müslüman TÜRK milletine dayatmasidir!
     Bu sözlesmeyi ölümüne destekleyenler ise disaridan ithal edilmis dönme: yahudi, dönme hristiyan, ve dönme ermeniler olan deyyuslardir!!!",nefret
"Daha bana Arap seviciligi yapiyorlar. Lan adamlar dinden kazaniyorlar zaten. Araplar ayri geçiriyor, Arabin dinini kullananlar ayri geçiriyor. Uyuyun amk. Hac mac yapin seytan taslayin devam.",nefret
"Bunların hiç birisi Türk değil Müslüman hiç değil. 
Soyadı kanunu ile ülkeye yerleştirilmiş yahudi ermeni yunan ne varsa Türk kimliği verilmiş kriptolar ve dönmeler varsa toplanmış burada toplanmış

Aziz peder pedriçyo hepsini kutsasın

Amen https://t.co/p5spYTR3SY",nefret
ülkenin %50'si ya hirsiz... ya da hirsizliga göz yumuyor ama sorsan %90 müslüman bir ülke ve cuma'yi da hiç kaçirmazlar,nefret
"Kılıçdaroğlu'ndan AKP'ye 5
Onlar senin düşmanın, sen onların kabusu,
Kalk dikil karşısına, kaçsın hepten uykusu,
Vatanına göz dikmiş, bu ''ermeni'' tortusu,
Bu ''Bayraktan'' değildir, ''Hiç'' tir, Mehmedim..!",nefret
"sevdamuraterustun@USER öküz sensin adi, savasta degiliz, Sen Ermeni insanlar için böyle konusamazsin her yerin kötüsü var, Sende kötüsün Mesela az erimisin Kürt mü belli degil, Sen daha neye tepki verildigini anlayamayacak kadar cahil ve bos bir insansin, burada bölücülük yapmaya ugrasma, burada tepki insanin görüntüsü Allah yarattigi ile dalga geçen fahiseye tepki, senin ne zorun var Hakko ile ne kötülük yapti sanata iyi oldu deyip destek veriyorsun, ayip ayip senin kardesine esine çocuguna yapsa hosuna gider mi??? O yüzden bana kalkip fi tarihinde olan seyi söyleyip abuk sucuk konusma bos beyinli cahil sey????",nefret
Ben aliyorum 500 lira kredi orospu çocugu arap aliyor 1200 lira burs,nefret
"15 temmuzda tünele, otele, mahalle aralarina tüneyen, meclisten kafasini ege ege kaçan, ortalik sakinlesince gelip meydanda carlayan AKPden

100bin suriyeli Terörist siniri asip askerimize saldirip poster yakarken basini kuma gömen AKPlilerden ne bekliyorsunuz?
#KumpasTescillendi LINK",nefret
türban bir arap giysisidir ve islamla bir alakasi yoktur. ahlak ve vicdan her insanin kalbindedir ve türbanin altinda degil. #adamsintelekom,nefret
"Bunlar Kürt degildi ki, Ermeni asala örgütü intikam almak için pkk yi kurdu. Simdiye kadar sustunuz artik devlet arkanizda, bari simdi susmayin.",nefret
"Rus dölü önemli degil, 128 milyar dolarimiz nerede?!
Dünya küçük!
Kaçacaklarini saniyorlarsa, yaniliyorlar.
Önce, 2002 sonrasi, sonra da, 2002 öncesi yahudi, hristiyan hain hirsizlar, mirasçilarina kadar hesap verecek!
ACIMADILAR!
ACIMAMALI!
Anlayanlara iyi geceler. LINK",nefret
"Almanya'dan bomba Türkiye itirafı! Yunan rahatsız oldu
Almanya eski Başbakanı Gerhard Schröder'in Türkiye hakkındaki bomba itirafları Yunanistan'ı rahatsız etti.https://t.co/aNKN4v5mG2",nefret
"Suriyeli şerefsiz bizim ülkemizdeki öğrencileri tehtid ediyor.
Şerefsiz ülkenden tek kurşun atmadan korkaklar gibi kaçarken ayakların kıçına vuruyordu, erkekliğin burda mi tuttu.. https://t.co/lwfsTBpREK",nefret
"Sen kimsin Suriyeli şerefsiz,gelmiş benim ülkemin evlatlarına laf ediyorsun 
O kadar şerefli gururluysan git ülkende savaş ....

 #MuhammedNurTutuklansın
#AsagiBakmayacagiz https://t.co/avLvSxl3JR",nefret
yahudinin biri hırsızlık için camii'ye girer müslümanların geldiğini gören yahudi bağırmaya başlar koşun ey müslümanlar hırsızları yakaladım... tıpkı! aynısı! mustafa cengiz... fatih terim... #uefatoprotectffp,nefret
sbktknveysi@USER pis kafir bekle orayi da alacaz sizden yaklasik 30 milyon Türk var orada az kaldi ??????,nefret
Hısımını sikmiş ermeni gibi somurtmayın amk #BirKezOlsunTepkiKoyun,nefret
"Yüce rabbim,
Yüzbinlerce, hırsız, ahlaksız, din sömürücüsü yobaz, Arap yalayıcı vatan haini, namussuz, şerefsiz varken ölmesi gereken, neden yaşamak için çırpınan bu güzel kızımızı yanına aldın 😔😔😔😔 https://t.co/ZEPAsmL8LR",nefret
"Burada kürtlere küfreden lerin yarısı dönme Kürtler diğer yarısı dönme ermeni dönme Rum, kendileri zorla Türk olunca aslını kaybetmeyen kürtlere uyuz olur koduğumun kavvatları  #kürdistan",nefret
"15-Clinton o dönemde Senatonun Monica skandalini yargilama kiskaci altindadir. Karisi Hillary ve sevgilisi Monica, ikisi de çok önceden hazirlanip Beyaz Sarayin içine sokulmus iki Yahudi kökenli kadin ajandir. Yahudiler bu sanati kendilerine Allahin verdigini söylerler.",nefret
Siktir git geri dön  çingenesi,nefret
sen ninelerine bir sor micotakis ne kadar osmanli ... yemis hangi yunanli saf yunan oldugunu iddia edebilir unutmayin 600 sene siktik sizi anladin yunanovic.,nefret
Bugün 2 Mart Rizenin kurtulusu izmirliler egeye düsmani dökmüs ise bizde karadenize Rus ve ermeni döktük.,nefret
abd... çin de rusya da düşmanınız değil asıl düşmanınız ingilizler ve ingiliz köpekleri asıl onlara dikkat edin herkesi kafalayarak sizi algıyla dövüştürüyorlar.,nefret
"KRIPTO YUNAN EKREM'IN ILK ICRAATI ISTANBUL'A HIZMET VEREN VAKIF KURULUSLARININ DESTEKLERINI KESMEK OLMUSTUR.
KENDINE ""CEMAAT, MUHAFAZAKAR INSAN, MÜTEDEYYIN INSAN"" DIYENLER CHP ZIHNIYETINE OY VERDIKLERI IÇIN PISMAN OLMUSLAR MIDIR?  ALLAH ISLAH ETSIN. LINK",nefret
"Eğer rüyanızda Ermeni gördünüzse, çok dikkatli olun, bilin ki, sizi aldatacaklar veya, size ihanet edecekler. #OlgaSmurova #ermeni #katilermeniler #katilermenistan",nefret
"Türk Devleti Gücünü Milletinden Alır
Gavur döllerinden değil.
#DevletiminYanındayım 
#BORSA",nefret
Suriyeli kardeşlerimizin amk.,nefret
bugün izmir'in kurtulusunun 97. yildönümü. büyük taarruz sonucu türk ordusu yunan isgali altindaki izmir'e 9 eylül 1922'de halkin sevinç gözyaslari içerisinde girerek düsman isgalinden kurtardi.,nefret
"Bunlar dünyanın neresinde olursa olsun insanlık suçudur, terörizmdir. Ancak dünya çifte standart uyguluyor. Konu Türkleri öldüren Ermeni, PKK, Yunan, Fars vs olunca dünya susuyor. O yüzden biz yalnızız ve dünyaya adaleti silahımızla biz getirmeliyiz. https://t.co/I9YkMXeRar",nefret
Norveç takimi..... Norveçe yerlesme vakti geldi pis ingiliz ve Arap görmekten biktim,nefret
Bugün 5 Eylül.. Alasehirimizin Yunan isgâlinden kurtulusunun 97. yil dönümü kutlu olsun. Allah sehitlerimizden gazilerimizden ve direnç gösteren Alasehirli tüm büyüklerimizden razi olsun. #beseylül #alasehir,nefret
"Yahudi köpeklerinin ayakcısı sözde Müslümanların örf pas ettiği suikast Türk tarihinde bir kara leke olarak kalacak...
Ruhun şad olsun Şehit Lider 
#25Mart2009",nefret
la ilahe illallah is a rasulallah derseniz ve isa'nin kutsalina inanirsaniz ve dahi incileri ögütlerine uyarsaniz  hiristiyan olursunuz. yalniz bunlar sahte osmanli'dan sonra çikan yalan dinler.,nefret
"Suriyeli ""Bazı"" Araplar bayrağımızı yakmış nankörlük etmişler...

Medine müdafiisi atamız Fahreddin Paşa ve askerlerini aç bırakarak çekirge yemek zorunda bırakanlar,
Marslılar değildi herhalde...

Tarihten ibret almayan ibret olur...",nefret
go home amina kodugumun cingene suratlisi,nefret
"Yil olmus 2021

Hala daha koronaya inanan varmi yaa ?
2019'un sonunda basladi
Zira siz inanmaya devam ederseniz 2022, 2023
Seklinde devam edecek bu yahudi mason uydurmasi

#MaskeZorunluOlamaz",nefret
analarin feryadi hdp ve pkk yi bitirir. 81 ilde bütün pkk hdp il baskanlik binalarinin önünde kürt analar eylem yapmalidir. pkk hdp 81 ilde kepenk indirmek zorunda kalmalidir. bir kürt olarak çocugu kürt analari hacire ana gibi eyleme davet ediyorum.,nefret
"Sığındığı ülkeyi satıp, soyan herkes vatan hainidir.
Sonuçta, bir planın parçasısınız.
Yahudi hırsız caniler gibi dünya insanlığını sömüren, kullanan hain hırsızlarını.
Bir bilgi daha vereyim.
d.baykal denen çerkez /rus asıllı yalama solcu, rus/rum yahudisi gürcü retö ye yolverdi https://t.co/Yv9mDc6ihn",nefret
"Budur.
akpde, TÜRK, INSAN ve Müslüman yok.
Çogu rus (laz, çerkez, gürcü, ermeni), rum, yahudi,...asilli haçli, haham hain hirsizlar, sinsi kriptolar, ile dolu TÜRKSÜZ akpliler, bozuk amaçlarinin, soylarinin, suçlarinin anlasilmasi nedeniyle korkuyorlar ve ortaligi karistiriyorlar LINK",nefret
bu bir başkaldırmadır haydi tertemiz kürt kardeşler kardeşlik nasıl olur gösterelim sizi kullanan abd israil ermeni soysuzlarına #annelerleberaberizyasen,nefret
türküyle çerkeziyle kürdüyle diye söze baslayan ne kadar ibne varsa önce bunlari sikmek lazim etnik döküntülere cesaret firsat veren hep bu ibneler. zaten çogu ya k. yahudi ya da bu döküntülerin soydasi sosyalizm liberalizm islam gibi dejenere ideolojileri amaçlari için kullaniyorlar,nefret
birader beni karıştırma bu işlere... zaten yahudi zannediyorlar isimden ötürü,nefret
yahudi ali koçumu savunuyor bu tff gezi olaylarini unuttunmu baskan tayyio erdogan olaya el koysana kaos çikaracaklar. #nihatözdemiristifa,nefret
"Vay be. II.Beyazıt Fatih Sultan Mehmed 'in babasıymış..
Ulan rum uşağı..seni kemerle dövmek gerek..",nefret
Gezi olaylarinda Kaz daglarina eyleme çikan bogaziçi için bi yerlerini yirtan ama 13 sehid için tek kelime etmeyen  sözde sanatçi özde vatan haini yahudi köpegi serefsizler elbet sizdende hesap sorulucak...,nefret
"[5] Buna rağmen kendileri Ortodoks olduklarını ve  isimlerinin Yani ve Niko gibi Rum  isimleri olduğunu ve gizli din taşıdıklarını  söylüyorlardı."" 
Mübadele sonunda bunlar, Yunanistan'a gitmişlerdir. Bunların torunları şimdi D.Karadeniz'e gelerek karışıklık çıkarma peşindedir.",nefret
"Füze nasil atilir, suriyeli nasil kapak edilir ekte ????

Taklitler aslini yüceltir. LINK",nefret
"Bunlar Kürt değildi ki, Ermeni asala örgütü intikam almak için pkk yı kurdu. Şimdiye kadar sustunuz artık devlet arkanızda, bari şimdi susmayın.",nefret
Saat 00.15 evimin önünden kaçak suriyeli topluyolar imdb 10/10,nefret
Demekki 1 Azerbaycanlı 5 Ermeni den daha üstün. 🇹🇷🇦🇿 https://t.co/UKCKeJF20k,nefret
"Son dakika... Çildirdilar: 'ABD'liler Türk rüyasinin üstüne mezar tasi koyuyor' LINK via @USER @USER 
Adanin sahipleri Türkleri,Katil rumlar haçli devlet bozuntularinin verdikleri silahlarla katlettiler.adanin TapusuTÜRKLERDEDIR.
LINK",nefret
Sözde siyasetçi iş adamı kimliği ile Büyükşehirlerde teröre maddi ve politik destek veren Amerikan   İngiliz yahudi yalakası vatan hainleri bitmedikçe dağdaki terörist bitmeyecek. Esas Katiller onlardır @suleymansoylu @RTErdogan @fuatoktay  @zafersahin06,nefret
"mezhep kiskirticisi, iftiraci, kaypak, suçlu, sahtekar, mafya, çete, kirli tertip, sasi, kör, bombadan tehlikeli, girtlagina kadar çamura batmis, Yunan ordusu gibi, Sirp katillerinden farksiz, Patagonya ordusunun zavalli generalleri,",nefret
Ula kaptan sen ne yapmis sn. Türkiye agliyor aq,nefret
elmas_Türkmen__ Ben sok sok ???? @USER @USER çiçekler,nefret
"Acilara aldanma
Onlar gelip geçici
Benim Al Bayragima
Ermeni pici",nefret
Ermenilerin hepsini temizlemek lazım ama ve Türkiye de ne kadar ermeni varsa sınır dışı edilmesi şart ve edilmeli. Așșağalık ermeni pç leri  yok edilmeliler https://t.co/SmPzDc3DE7,nefret
"dünyanın en fakir 50 ülkesinin 32'si müslüman. bu 32 ülkenin devlet başkanlarının tamamı ""dünyanın en zengin ilk 500 kişisi"" arasında...",nefret
"Eyyyy AKP seçmeni !
Buyurun Suriyeli kardeşleriniz... 
Sizinkiler (AKP + RTE) verdikçe onlar daha çok istiyor ! Siz verdikçe onlar daha fazlasını istemeye devam edecek ! https://t.co/xYElyTMwkr",nefret
Millet yemek atıyor. Müslüman mı gavur tohumu mu  bilemiyorum ben. 😒,nefret
Nargile daha çok Suriyeli vatan hainleri için satılıyor. Mühim değil 🙂 https://t.co/9U7OYmlcC6,nefret
Yemin ediyorum Çinli gördüğüm yerde medeniyet falan dinlemeden dalarım diye çok korkuyorum. Bizi bitirdiniz be https://t.co/oN6DU0JS5w,nefret
Yalan dolan işiniz yahudi sizi iyi kucağa oturtmuş ama bu milletin büyük bölümü size inanmaz g.t leriyle övünen ahlaksız GÜRUH kimlerin köpeğisiniz marx oldu lenin oldu mao oldu şimdi atatürkçü oldunuz güya reziller#AşağıBakmayacağız,nefret
"Uyan Kürt Kardesim,
Bunlarin Davasi Kürt Davasi
Falan Degil.
Bunlarin Bir Çogu Ermeni'dir.
Ermeni'ye Hizmet Etmektedir... LINK",nefret
"Mq mun suriyeli terörist p*çine bak!!!

Gelmis benim ülkemde seriat diye eylem yapiyor, 
benim ülkemin rejimini çolugunu çocugunu tehdit ediyor
Kendi ülkesine ihanet edenden bu topraklara ne fazda gelir.. BOP un  piçleri LINK",nefret
#AsagiBakmayacagiz suriyeli gay istemiyoruz,nefret
AL BIR MASTÜRBASYON HADISESI DAHA. ULAN ARAP ILE AYDIN KELIMESI YAN YANA GELEBILIR MI? ASLINA BAKARSAN TÜRK AYDINLARIN AKLI BASINDA OLANLARI DA ARTIK TÜRKIYE'DE DEGIL. YOK YANI ORTADOGU COGRAFYASINDA AYDIN NESLI TÜKENDI. LINK,nefret
Türkler olsun dedi düsmanimin düsmani dostumdur mantii ayrica aptal Azerilerin bazisi da sevmiyor Ermenistan i Az?rbaycan yüzünden tanimiyor mk ulan paki leri de bana savundurdunuz ya mk neyse Ermeni düsmani olsalarda dorulardan sasmak yok LINK,nefret
çağdaşlık adı altında erkek erkeğe evliliği kürtajı savunanlar tecavüz vakalarını müslümanlara yıkmaya çalışıyor! her akşam travestiye giden adamlar eli eşinden başkasına değmemişleri sapık gibi göstermek istiyor? yemezler sapık olan sizsiniz! mahkum ekimde af bekliyor,nefret
bu dahi igrenç yahudi zihniyetini ortaya koyuyor.,nefret
"Malesef Paps, dünyanin en güçlü lideridir. Böyle bir makamda oturan birinin hiristiyan dünyasina; Müslüman veya fakirler diye çocuklari neden öldürüyorsunuz, kadinlara neden tecavüz ediyorsunuz, Insanlari yurtlarindan niye kovuyorsunuz diye tepki verdigini duydunuz mu?",nefret
Bu suriyeli sığınmacıları kimler sürüyor piyasaya Türk milletinin karşısına önce gitsin kendi vatanını savunsun işidci pislik. 😠 https://t.co/bD4zsSgQdT,nefret
Bursayi Masallah suriyeli basmis bu ne arkadas ??,nefret
senin yüzüne tüküreyim canan hanım. mukatele diyemedin mi ki soykırım dedin? allah belanı versin önce ermeni erzurum ve doğuda rus himayesi altında bizi kesmedi mi? soykırımcı olsa osmanlının ermeni dışişleri bakanı ve mebusları olur muydu? hani yazılı soykırım planı nerede?!,nefret
"ilkel arap kültürü bulunca fazlasini kara kiçina sürer. buralar tamamen suudilesmis asiret lagimi bölgeler. egitim, sanat, sanayi, tarimi bittiginde suudi arabi gibi olursun. iste bu igrenç durum tayibin ümmet rejimi fotografidir LINK",nefret
"15-Clinton o dönemde Senato’nun Monica skandalını yargılama kıskacı altındadır. Karısı Hillary ve sevgilisi Monica, ikisi de çok önceden hazırlanıp Beyaz Saray’ın içine sokulmuş iki Yahudi kökenli kadın ajandır. Yahudiler bu sanatı kendilerine Allah’ın verdiğini söylerler.",nefret
oguzzalc Ulan hödük. Sen Türk kadinlarina laf edecek insan misin  .. Götün basin oynamasin. Efendi git kendini düdüklet,nefret
Ermeni seviciligi yapip Ermeni soykirimini taniyacaksin sonra auuv auv,nefret
"Azerbaycanin yani özgardaslarimizin daima yanindayiz tek millet iki devlet siariyla yolumuza sonsuza kadar güçlü bir sekilde devam edecegiz.Içimizdeki Ermeni artiklariyla ve Azerbaycana karsi hadsizce girisimlerde bulunan Ermenilerle mücadelemiz sonsuza kadar devam edecek.
???????? LINK",nefret
"Rus haber ajansı RIA Novosti, uzmanlara göre Rus Tor-M2KM hava savunma sisteminin Bayraktar TB2'ye karşı etkili olduğunu ve menzile girmesi halinde İHA'nın ""hiç şansı olmadığını"" iddia etti.

Karabağ'ın Ermeni işgalinden kurtarılmasında en az 3 adet Tor-M2KM imha edilmişti. https://t.co/J5WK4N85q7",nefret
"Akvaryum yapmışlar aşağıda o kadar suriyeli varki cam faunusta hiç balık görünmüyordu hepsi tepeye kaçmış :)
#fuckofsuriye https://t.co/6tPdQ6zQQR",nefret
habere bak çift maske.çift ananizi sikeyim çinli orospu evlatlari,nefret
Müslümanlara iskence hakaretler edildiginde sevincinden dört köse olan alçakoglu alçaklar PKK partisi kapatilmak istenince kahrindan catlayacaklar.Catlayin patlayin Ermeni Rum Yahudi artiklari!!!!,nefret
"arap plakasinin avrasya plakasini ittirmesiyle oluyomus bu deprem. 

topraginiz bile türkiyeye gelmek istiyo komple zararsiniz amk",nefret
Haydi küba'ya gidek.. Suriyeli de yoktur orada ohh miss.. 😎😎 https://t.co/EqttBJzfw2,nefret
#OneMinute #KirmiziOda  #ZkusagiBilmez  Türkiye Cumhuriyeti 18 yildir organize suç örgütü tarafindan esir alinmis durumda. Bu mafyanin basi Yahudi tohumu @USER  dir ve emperyal efendilerine hizmet etmektedir. Sigir olma uyan #Türkiye,nefret
"I V
Bir ermeni sözcü söyle dedi:
""Bizim kürdlerle kan davamiz var
Türklerle toprak davamiz var.Bu
ikisini çarpistiracagiz!""
Mes'eleermeni olmak degil:
Insanluk düsmani ahtapotlara 
suurlu-suursuz kölelik yapmak.
Islam ve Osmanli Imparatorlugu 
nda bu gaddar sömürgecilik asla
yok!",nefret
Kaçırılan çocuk aileleri çoğalması lazım korkmayın devlet arkanızdadır çocuklarınızı o ermeni kırmalarında isteyin https://t.co/L9xnQwOzY3,nefret
"Dirar bu söyledigimi Türkçeden diline çevir!... siktir git!..... lütfen siktir git!.... kimse seni bu takimda istemiyor!... beceriksiz, ise yaramaz, zarardan baska bir bok degilsin!.... SIKTIR GIT!.....",nefret
"Rumlar türkler savaşmadan 
Kıyamet kopmayacak 
savaş oldu bitti  
hocama söyleyin @c_ahmethoca
2018 afrin 
başka Rum arıyorsunuz
@ismailagaulema",nefret
sen ninelerine bir sor micotakis ne kadar osmanlı ... yemiş hangi yunanlı saf yunan olduğunu iddia edebilir unutmayın 600 sene siktik sizi anladın yunanovic.,nefret
Türkiyede yasayan erkekler cidden tuaflar üzgünüm ama gavur dedikleri erkekler bunlara bin basiyo ??,nefret
"Valla bu pis kan karışımından üreyenlerden her b*ok beklenir diye düşünüyorum.
Rasistlik her zaman da kötü değil AQim! 
Arap seveceğime kuş b*oku severim 💞",nefret
"Güney Kibris Rum Kesimi'nde camilere yönelik saldirilara bir yenisi daha eklendi. Limasol kentinde caminin duvarina haç sembolleri çizildi ve Türkler ölümle tehdit edildi..AVRUPA HRISTIYAN TERÖRITLERI DESTEKLIYOR
Camiye haç çizip ""Türklere ölüm"" yazdilar LINK",nefret
Bu saate kadar herhangi bir açıklama dahi yapmayan #türktelekom yöneticileri! !!! Siz ne işsiniz ulan ne işe yararsınız! !!! Sizi yönetici yapanın. ..... sorumsuzlar ve ahmaklar ordusu arap artıkları sizi! !!!,nefret
Sonra da heeeeğpimizzzz gardaaaşızzzz diyor bu ermeni kırmaları...🤦‍♀️ https://t.co/W4aB9cx3pR,nefret
"Doç. Dr. Cihat Yayci:

Yunan ve Rumlar, Yunanistan ve Kibris MEB'i, Avrupa Birligi'nin MEBidir. gibi hukuksuz savlariyla, Avrupa Birligi'ni istismar ederek, Türkiye ile karsi karsiya getirmeye çalisiyor. Avrupa Birligi, Yunan ve Rumlar'in bu oyununa gelmemelidir.",nefret
Osmanlı'nın bütün belgeleri satıldı yakıldı kaçırıldı soyadı kanunu ile bütün yahudi ermeni kriptoları aramızda bizde diyoruz ki bu kadar vatan haini nasıl olur   #TTBKapatılsın,nefret
Hadi dogunun dogal halki gercek sahibi ermeni orgutune gecis yok LINK,nefret
"Irakda abd üssü olan hava alanına füzemi  atmış 
Adi şerefsiz pislik dememek için bir sebep yok 
Yahudi oyunları hilelelerine aman  vermiş",nefret
"#pkk terör örgütüdür 
#pkk dinsizdir 
#pkk islam düşmanıdır 
#pkk serefsizler topluluğudur 
#pkk vatan hainlerinin yeridir
#pkk ermeni hınçak tır 
#pkk kürt değildir https://t.co/TkmIGW852a",nefret
"1990'lı yıllarda, İngiltere adına AP görevli olan Andrew Duff şöyle demişti. ""Atatürk'ün fotoğraflarının devlet dairelerinden kaldırılma vakti geldi"". İngiliz, ABD, Yahudi, Fransa, Yunan, Ermeni, Arap, Rus sevmez. Zira hepsinin kuyruk acısı var. Peki, sen neden sevmezsin?",nefret
"..... TARIHE BAKIYORUM , SINIRLENIYORUM ! ? ! .....

Tarihe Bakiyorum ...:

Arap Ingiliz'le birlesmis Türk'ü arkadan vurmus ,

 Ermeni Rus'la birlesmis, Dogu Anadolu'yu kana bulamis ,

Rum Yunan'la, Yunan Ingiliz'le... LINK",nefret
"Budur.
Aslinda, bizi yönetip, soyan, TÜRK, INSAN ve Müslüman olmayan, çogu rus (laz, çerkez, gürcü, ermeni) asilli yahudi, hristiyan hain hirsizlar, sinsi kriptolar, arsiz yamyamlar, ahlaksiz sapkinlar, dine inanmadiklarini, dinin olmadigini kanitliyorlar da, salaklar anlasa! LINK",nefret
Siktir git amk çingenesi,nefret
"Türk milli takımı formasının orospu çocuklarına giydirildiği kanaatine vardığım 1995 yılından beri Türk milli takımını desteklemem , azılı düşmanlarımız yunan bulgar ve ermeni köpekleri ile maç yapsalar bile desteklemem",nefret
